,category,Day,n_tokens_title,n_tokens_content,num_hrefs,num_imgs,avg_positive_polarity,avg_negative_polarity,global_subjectivity
9234,tech,Monday,9.0,433.0,10.0,1.0,0.371527777778,-0.2575,0.522375
9235,Entertainment,Monday,13.0,168.0,9.0,0.0,0.317272727273,-0.4,0.404195804196
9236,socmed,Monday,11.0,452.0,7.0,1.0,0.435873015873,-0.228333333333,0.304309708379
9237,socmed,Monday,8.0,830.0,24.0,1.0,0.447819715007,-0.269642857143,0.598982350982
9238,lifestyle,Monday,13.0,293.0,9.0,0.0,0.447916666667,-0.258333333333,0.518742368742
9239,socmed,Monday,7.0,1467.0,29.0,11.0,0.273430117502,-0.218044503389,0.413335999018
9240,Entertainment,Monday,10.0,156.0,0.0,0.0,0.25,-0.125,0.308333333333
9241,World,Monday,11.0,592.0,25.0,1.0,0.243272727273,-0.313541666667,0.316857031857
9242,World,Monday,8.0,1068.0,23.0,11.0,0.354373028102,-0.180892857143,0.397923306852
9243,tech,Monday,12.0,266.0,11.0,1.0,0.345,0.0,0.555
9244,Entertainment,Monday,7.0,586.0,35.0,1.0,0.323278236915,-0.229166666667,0.41555066797
9245,lifestyle,Monday,12.0,242.0,4.0,0.0,0.296666666667,-0.234375,0.357061688312
9246,Entertainment,Monday,11.0,488.0,18.0,1.0,0.399720893142,-0.306186868687,0.426515151515
9247,lifestyle,Monday,10.0,112.0,6.0,0.0,0.3,0.0,0.34
9248,tech,Monday,6.0,1031.0,15.0,1.0,0.406,-0.2125,0.494779116466
9249,lifestyle,Monday,9.0,612.0,23.0,11.0,0.44107606679,-0.3,0.564126984127
9250,business,Monday,11.0,1093.0,13.0,1.0,0.482298257298,-0.270138888889,0.520441449722
9251,tech,Monday,9.0,246.0,3.0,1.0,0.239502164502,-0.125,0.403138528139
9252,business,Monday,10.0,206.0,5.0,1.0,0.452389277389,-0.533333333333,0.415358126722
9253,business,Monday,10.0,150.0,3.0,1.0,0.55,-0.216666666667,0.542708333333
9254,tech,Tuesday,9.0,188.0,5.0,1.0,0.44053030303,-0.125,0.488825757576
9255,business,Tuesday,8.0,605.0,12.0,1.0,0.51215327882,-0.2625,0.422789929369
9256,World,Tuesday,10.0,748.0,10.0,1.0,0.371611721612,-0.243518518519,0.474523809524
9257,business,Tuesday,10.0,712.0,4.0,1.0,0.32559687787,-0.296388888889,0.437982939999
9258,tech,Tuesday,14.0,94.0,2.0,1.0,0.318181818182,-0.2,0.338636363636
9259,tech,Tuesday,10.0,336.0,19.0,1.0,0.345800865801,-0.4,0.413035113035
9260,tech,Tuesday,10.0,288.0,8.0,1.0,0.3727298192,-0.25,0.496293290043
9261,Entertainment,Tuesday,11.0,493.0,5.0,12.0,0.342153679654,-0.247777777778,0.382792207792
9262,socmed,Tuesday,12.0,2549.0,77.0,44.0,0.462258120667,-0.23072954823,0.56788319361
9263,business,Tuesday,14.0,471.0,4.0,1.0,0.394841269841,-0.295,0.324196607175
9264,Entertainment,Tuesday,11.0,1014.0,20.0,9.0,0.381972451791,-0.285416666667,0.434034090909
9265,World,Tuesday,12.0,441.0,8.0,1.0,0.296704545455,-0.16875,0.459025974026
9266,lifestyle,Tuesday,10.0,298.0,44.0,1.0,0.320707070707,-0.383333333333,0.485227272727
9267,tech,Tuesday,8.0,271.0,4.0,1.0,0.335548996458,-0.183333333333,0.44044011544
9268,business,Tuesday,11.0,147.0,4.0,0.0,0.52,-0.333333333333,0.610256410256
9269,lifestyle,Tuesday,12.0,443.0,20.0,0.0,0.389064110493,-0.456770833333,0.565401978973
9270,lifestyle,Tuesday,7.0,269.0,4.0,0.0,0.340336134454,-0.4125,0.420932539683
9271,World,Tuesday,10.0,860.0,23.0,1.0,0.321298701299,-0.154411764706,0.278357187031
9272,lifestyle,Tuesday,11.0,714.0,4.0,0.0,0.439929971989,-0.276136363636,0.541390306122
9273,tech,Tuesday,12.0,1046.0,8.0,1.0,0.434922619048,-0.205416666667,0.472619047619
9274,Entertainment,Tuesday,11.0,222.0,4.0,1.0,0.45625,-0.333333333333,0.564285714286
9275,lifestyle,Tuesday,8.0,553.0,9.0,36.0,0.419375,-0.23487654321,0.465172413793
9276,business,Tuesday,9.0,125.0,4.0,1.0,0.396590909091,-0.155555555556,0.437794612795
9277,tech,Tuesday,12.0,1138.0,14.0,11.0,0.342436729937,-0.21846340388,0.493765793827
9278,lifestyle,Tuesday,9.0,159.0,3.0,0.0,0.541666666667,-0.272222222222,0.547222222222
9279,business,Tuesday,11.0,401.0,11.0,1.0,0.34253968254,-0.120833333333,0.291208333333
9280,lifestyle,Tuesday,10.0,462.0,6.0,10.0,0.358452380952,-0.254722222222,0.534382716049
9281,socmed,Tuesday,7.0,2889.0,20.0,1.0,0.386838909678,-0.325740740741,0.53552601466
9282,tech,Tuesday,12.0,271.0,7.0,0.0,0.323295454545,-0.425,0.29126984127
9283,lifestyle,Tuesday,11.0,1762.0,5.0,98.0,0.405514069264,-0.283253968254,0.473162642096
9284,business,Tuesday,10.0,641.0,16.0,1.0,0.191101491101,-0.198076923077,0.28814136683
9285,Entertainment,Tuesday,9.0,168.0,2.0,0.0,0.380833333333,0.0,0.385
9286,World,Tuesday,10.0,567.0,19.0,1.0,0.38,-0.326785714286,0.352998236332
9287,Entertainment,Tuesday,14.0,705.0,7.0,1.0,0.320640933141,-0.145952380952,0.326698033605
9288,lifestyle,Tuesday,10.0,276.0,30.0,1.0,0.583928571429,-0.4,0.368518518519
9289,lifestyle,Tuesday,10.0,1316.0,12.0,1.0,0.292966374711,-0.188831018519,0.422625626008
9290,tech,Tuesday,15.0,1240.0,6.0,9.0,0.343317099567,-0.360674603175,0.490816534756
9291,Entertainment,Tuesday,14.0,541.0,6.0,1.0,0.35237012987,-0.248611111111,0.49695573244
9292,tech,Tuesday,9.0,1249.0,20.0,1.0,0.380811160384,-0.211401098901,0.404846267515
9293,lifestyle,Tuesday,7.0,245.0,6.0,0.0,0.37962962963,-0.28125,0.436111111111
9294,World,Tuesday,10.0,330.0,19.0,1.0,0.318181818182,-0.110396825397,0.207106782107
9295,tech,Tuesday,10.0,239.0,6.0,0.0,0.455555555556,-0.119444444444,0.319047619048
9296,Entertainment,Tuesday,9.0,198.0,8.0,0.0,0.386666666667,-0.0625,0.25462962963
9297,tech,Tuesday,10.0,306.0,5.0,0.0,0.415702479339,-0.55,0.44673046252
9298,tech,Tuesday,11.0,305.0,4.0,1.0,0.330909090909,-0.376041666667,0.444257305195
9299,World,Tuesday,9.0,438.0,11.0,11.0,0.448666007905,-0.215,0.503175370729
9300,World,Tuesday,9.0,413.0,10.0,1.0,0.385304912479,-0.254487179487,0.460435041149
9301,tech,Tuesday,11.0,338.0,10.0,1.0,0.377840909091,-0.225,0.338119834711
9302,tech,Tuesday,10.0,424.0,6.0,1.0,0.484182539683,-0.140740740741,0.515863095238
9303,lifestyle,Tuesday,8.0,332.0,35.0,0.0,0.566666666667,-0.3,0.544444444444
9304,World,Tuesday,10.0,726.0,4.0,1.0,0.29330550402,-0.272619047619,0.296219585013
9305,World,Tuesday,9.0,263.0,10.0,1.0,0.449848484848,-0.421875,0.487534435262
9306,lifestyle,Tuesday,9.0,83.0,5.0,1.0,0.402840909091,0.0,0.540909090909
9307,World,Tuesday,6.0,479.0,16.0,1.0,0.410815508021,-0.301282051282,0.385103305785
9308,World,Tuesday,8.0,76.0,2.0,1.0,0.2375,0.0,0.306666666667
9309,lifestyle,Tuesday,7.0,1752.0,4.0,98.0,0.400191970728,-0.303163580247,0.495621308942
9310,tech,Tuesday,9.0,691.0,20.0,6.0,0.364381371317,-0.165,0.492708647941
9311,Entertainment,Tuesday,13.0,678.0,34.0,1.0,0.42125,-0.199801587302,0.5053
9312,socmed,Tuesday,11.0,1726.0,15.0,62.0,0.0965246874338,-0.3375,0.164365706757
9313,tech,Tuesday,11.0,316.0,5.0,0.0,0.197510822511,-0.313888888889,0.369191919192
9314,socmed,Tuesday,9.0,861.0,27.0,1.0,0.331679104478,-0.189236111111,0.521808561809
9315,tech,Tuesday,8.0,317.0,11.0,1.0,0.269507575758,-0.195833333333,0.462187088274
9316,Entertainment,Tuesday,15.0,418.0,10.0,0.0,0.371813371813,-0.4,0.511796536797
9317,Entertainment,Tuesday,10.0,1477.0,3.0,61.0,0.0720867208672,-0.3,0.119900497512
9318,socmed,Tuesday,10.0,117.0,6.0,0.0,0.42208994709,0.0,0.433513708514
9319,Entertainment,Tuesday,8.0,298.0,6.0,0.0,0.367532467532,-0.274583333333,0.434977827051
9320,tech,Tuesday,7.0,281.0,4.0,1.0,0.494214876033,-0.2,0.525324675325
9321,business,Tuesday,11.0,330.0,6.0,1.0,0.391136363636,-0.217857142857,0.535044893378
9322,Entertainment,Tuesday,12.0,1031.0,7.0,1.0,0.338695581148,-0.281597222222,0.458535043212
9323,lifestyle,Tuesday,9.0,471.0,28.0,12.0,0.609982174688,-0.255952380952,0.718244949495
9324,business,Tuesday,4.0,272.0,5.0,1.0,0.320041322314,-0.105555555556,0.42509469697
9325,tech,Tuesday,12.0,268.0,3.0,1.0,0.350290661719,-0.2,0.499545454545
9326,lifestyle,Tuesday,9.0,136.0,6.0,0.0,0.319272727273,-0.248611111111,0.341666666667
9327,Entertainment,Tuesday,10.0,504.0,7.0,1.0,0.417361111111,-0.327205882353,0.48783768315
9328,business,Tuesday,9.0,810.0,30.0,1.0,0.394453463203,-0.302546296296,0.42411335578
9329,business,Tuesday,12.0,105.0,7.0,0.0,0.443333333333,-0.125,0.326041666667
9330,lifestyle,Wednesday,6.0,458.0,34.0,1.0,0.298051948052,-0.30753968254,0.507866161616
9331,World,Wednesday,12.0,864.0,26.0,0.0,0.379583098061,-0.290277777778,0.385700347632
9332,tech,Wednesday,10.0,305.0,6.0,1.0,0.366666666667,-0.239583333333,0.367753623188
9333,World,Wednesday,12.0,316.0,6.0,1.0,0.217676767677,-0.1,0.426464646465
9334,lifestyle,Wednesday,9.0,483.0,12.0,1.0,0.245714962121,-0.176111111111,0.348761209029
9335,business,Wednesday,13.0,386.0,5.0,1.0,0.359440559441,-0.1875,0.52702020202
9336,business,Wednesday,12.0,175.0,10.0,1.0,0.217619047619,-0.166666666667,0.419761904762
9337,tech,Wednesday,9.0,139.0,6.0,0.0,0.2125,-0.108333333333,0.204761904762
9338,lifestyle,Wednesday,10.0,346.0,6.0,0.0,0.447168560606,-0.325138888889,0.521955922865
9339,business,Wednesday,13.0,96.0,3.0,0.0,0.34375,0.0,0.545833333333
9340,lifestyle,Wednesday,9.0,256.0,5.0,1.0,0.380681818182,-0.394642857143,0.588019480519
9341,Entertainment,Wednesday,8.0,842.0,18.0,0.0,0.293898071625,-0.288609467456,0.54848823657
9342,tech,Wednesday,8.0,355.0,9.0,1.0,0.344772727273,-0.265972222222,0.544204545455
9343,business,Wednesday,8.0,709.0,10.0,1.0,0.384920634921,-0.203571428571,0.498556998557
9344,Entertainment,Wednesday,11.0,420.0,13.0,1.0,0.339625668449,-0.409259259259,0.443729482323
9345,World,Wednesday,9.0,566.0,12.0,1.0,0.358797061524,-0.485714285714,0.464399801587
9346,lifestyle,Wednesday,9.0,616.0,13.0,0.0,0.392784090909,-0.347196620584,0.505634225213
9347,tech,Wednesday,8.0,958.0,37.0,1.0,0.351761098379,-0.208333333333,0.468961352657
9348,Entertainment,Wednesday,13.0,275.0,4.0,5.0,0.304545454545,-0.377083333333,0.439597902098
9349,Entertainment,Wednesday,13.0,266.0,6.0,0.0,0.363784271284,-0.55,0.59423953824
9350,business,Wednesday,11.0,249.0,10.0,6.0,0.453668261563,-0.113888888889,0.595433884298
9351,tech,Wednesday,10.0,396.0,7.0,1.0,0.345,-0.3,0.342633928571
9352,tech,Wednesday,11.0,307.0,2.0,0.0,0.644375,-0.134920634921,0.62941468254
9353,World,Wednesday,9.0,732.0,43.0,1.0,0.342626262626,-0.1875,0.29615668884
9354,World,Wednesday,11.0,726.0,22.0,1.0,0.306850649351,-0.163888888889,0.356393480257
9355,business,Wednesday,7.0,1035.0,16.0,1.0,0.365703879454,-0.237409598948,0.401840551048
9356,socmed,Wednesday,7.0,948.0,13.0,1.0,0.359128934129,-0.141666666667,0.446789632781
9357,socmed,Wednesday,8.0,146.0,2.0,1.0,0.369387755102,-0.5,0.420779220779
9358,tech,Wednesday,12.0,219.0,5.0,0.0,0.3,-0.4875,0.41125
9359,tech,Wednesday,11.0,659.0,10.0,11.0,0.400858585859,-0.408796296296,0.524967532468
9360,business,Wednesday,7.0,103.0,6.0,1.0,0.39619047619,0.0,0.417063492063
9361,Entertainment,Wednesday,12.0,367.0,14.0,0.0,0.324517906336,-0.137103174603,0.369182080546
9362,lifestyle,Wednesday,8.0,1146.0,35.0,1.0,0.452644059644,-0.26125,0.487706900942
9363,Entertainment,Wednesday,12.0,462.0,18.0,1.0,0.307084639498,-0.175,0.468282828283
9364,tech,Wednesday,7.0,397.0,9.0,6.0,0.385795454545,-0.138888888889,0.421512501104
9365,lifestyle,Wednesday,12.0,688.0,28.0,15.0,0.3360218034,-0.217592592593,0.503344852029
9366,tech,Wednesday,11.0,407.0,5.0,1.0,0.36873885918,-0.110714285714,0.459549932826
9367,World,Wednesday,9.0,725.0,19.0,1.0,0.356024531025,-0.246875,0.301536796537
9368,lifestyle,Wednesday,13.0,867.0,26.0,0.0,0.375213498623,-0.297222222222,0.382094347733
9369,Entertainment,Wednesday,13.0,526.0,12.0,1.0,0.41491046832,-0.354861111111,0.426474201474
9370,lifestyle,Wednesday,10.0,529.0,33.0,1.0,0.368073593074,-0.39,0.474053030303
9371,lifestyle,Wednesday,12.0,247.0,37.0,0.0,0.55,0.0,0.535714285714
9372,lifestyle,Wednesday,8.0,525.0,22.0,16.0,0.537412587413,-0.366666666667,0.313745356299
9373,World,Wednesday,7.0,527.0,10.0,1.0,0.308531746032,-0.414583333333,0.414532019704
9374,tech,Wednesday,9.0,281.0,5.0,0.0,0.427564102564,-0.1875,0.442045454545
9375,World,Wednesday,8.0,511.0,11.0,0.0,0.304000721501,-0.263071895425,0.472831024531
9376,business,Wednesday,5.0,277.0,7.0,1.0,0.381647300068,-0.1,0.572170113837
9377,business,Wednesday,10.0,143.0,7.0,1.0,0.569480519481,-0.233333333333,0.442525252525
9378,tech,Wednesday,11.0,177.0,6.0,1.0,0.222321428571,-0.147916666667,0.368638392857
9379,business,Wednesday,10.0,234.0,4.0,0.0,0.433333333333,-0.05,0.524537037037
9380,Entertainment,Wednesday,8.0,921.0,10.0,7.0,0.418398268398,-0.387634408602,0.526442670479
9381,socmed,Wednesday,8.0,1234.0,29.0,40.0,0.187429854097,-0.204761904762,0.232668521954
9382,tech,Wednesday,9.0,286.0,4.0,0.0,0.297272727273,-0.266666666667,0.287529137529
9383,lifestyle,Wednesday,10.0,228.0,4.0,0.0,0.471428571429,-0.322916666667,0.345670995671
9384,Entertainment,Wednesday,9.0,1252.0,29.0,9.0,0.403245838668,-0.161111111111,0.454729109275
9385,Entertainment,Wednesday,7.0,201.0,8.0,0.0,0.288528138528,-0.266666666667,0.537525252525
9386,lifestyle,Wednesday,9.0,352.0,4.0,0.0,0.475714285714,-0.335833333333,0.471458333333
9387,Entertainment,Wednesday,13.0,206.0,5.0,0.0,0.354545454545,-0.148214285714,0.212171162171
9388,business,Wednesday,11.0,541.0,5.0,1.0,0.309860509861,-0.127777777778,0.392221191507
9389,World,Wednesday,6.0,334.0,16.0,11.0,0.533333333333,-0.313888888889,0.638461538462
9390,business,Wednesday,8.0,240.0,4.0,1.0,0.338961038961,-0.1875,0.387314471243
9391,tech,Wednesday,10.0,184.0,2.0,1.0,0.537142857143,-0.341666666667,0.391208791209
9392,World,Wednesday,7.0,738.0,7.0,1.0,0.442575757576,-0.233796296296,0.418412143412
9393,socmed,Wednesday,7.0,233.0,4.0,0.0,0.413636363636,-0.316666666667,0.629573512907
9394,tech,Wednesday,12.0,158.0,4.0,1.0,0.235064935065,0.0,0.581818181818
9395,business,Wednesday,9.0,195.0,8.0,1.0,0.406349206349,-0.3,0.443452380952
9396,business,Wednesday,11.0,101.0,4.0,0.0,0.411111111111,0.0,0.380952380952
9397,lifestyle,Thursday,9.0,429.0,27.0,1.0,0.319696969697,-0.28125,0.362152777778
9398,lifestyle,Thursday,11.0,151.0,24.0,1.0,0.533333333333,-0.6,0.677777777778
9399,tech,Thursday,11.0,190.0,6.0,0.0,0.348484848485,-0.308506944444,0.417504591368
9400,lifestyle,Thursday,12.0,402.0,19.0,1.0,0.309681227863,-0.297115384615,0.514613745428
9401,lifestyle,Thursday,9.0,318.0,5.0,0.0,0.344588744589,-0.245833333333,0.501023088023
9402,tech,Thursday,8.0,166.0,5.0,0.0,0.278282828283,0.0,0.545454545455
9403,tech,Thursday,8.0,1097.0,31.0,1.0,0.377726480836,-0.199672619048,0.470434327577
9404,World,Thursday,10.0,847.0,8.0,1.0,0.469366883117,-0.185049019608,0.498053475936
9405,business,Thursday,7.0,245.0,8.0,1.0,0.278571428571,-0.341666666667,0.482492997199
9406,tech,Thursday,12.0,188.0,7.0,1.0,0.708333333333,0.0,0.7
9407,lifestyle,Thursday,9.0,438.0,12.0,15.0,0.468055555556,-0.273263888889,0.459195402299
9408,lifestyle,Thursday,11.0,107.0,3.0,0.0,0.63,0.0,0.538888888889
9409,World,Thursday,8.0,205.0,7.0,1.0,0.223333333333,-0.508333333333,0.211956521739
9410,World,Thursday,8.0,218.0,7.0,0.0,0.517003367003,0.0,0.428571428571
9411,World,Thursday,11.0,522.0,7.0,11.0,0.263386613387,-0.303125,0.37086300796
9412,lifestyle,Thursday,11.0,196.0,4.0,4.0,0.364935064935,-0.395833333333,0.491149068323
9413,Entertainment,Thursday,10.0,1179.0,28.0,11.0,0.390822102426,-0.393055555556,0.481866213152
9414,socmed,Thursday,12.0,291.0,3.0,14.0,0.341184573003,0.0,0.442955529319
9415,Entertainment,Thursday,9.0,202.0,1.0,1.0,0.436904761905,-0.436458333333,0.566732804233
9416,socmed,Thursday,10.0,462.0,10.0,1.0,0.340286796537,-0.218333333333,0.414894014032
9417,World,Thursday,10.0,436.0,9.0,1.0,0.335946969697,-0.237179487179,0.408363636364
9418,lifestyle,Thursday,11.0,195.0,6.0,1.0,0.407851239669,0.0,0.611764705882
9419,tech,Thursday,12.0,245.0,8.0,0.0,0.259149940968,-0.108630952381,0.331564088086
9420,lifestyle,Thursday,11.0,175.0,8.0,0.0,0.233838383838,0.0,0.229452214452
9421,socmed,Thursday,8.0,178.0,7.0,1.0,0.270606060606,-0.0958333333333,0.351631701632
9422,World,Thursday,12.0,456.0,4.0,11.0,0.270454545455,-0.205555555556,0.266393939394
9423,tech,Thursday,10.0,386.0,7.0,1.0,0.367384887839,-0.325,0.380091089466
9424,business,Thursday,7.0,1370.0,7.0,1.0,0.347225726654,-0.241956654457,0.448724386724
9425,socmed,Thursday,9.0,244.0,7.0,1.0,0.477777777778,-0.1,0.340476190476
9426,Entertainment,Thursday,11.0,286.0,13.0,1.0,0.261931818182,0.0,0.362878787879
9427,socmed,Thursday,7.0,648.0,3.0,23.0,0.474767490574,-0.46700310559,0.623763149933
9428,World,Thursday,7.0,696.0,53.0,1.0,0.314880952381,-0.633333333333,0.372666666667
9429,lifestyle,Thursday,8.0,2226.0,140.0,0.0,0.366537296037,-0.207829193376,0.388870873982
9430,business,Thursday,10.0,277.0,4.0,0.0,0.247909090909,-0.3,0.398813131313
9431,tech,Thursday,11.0,782.0,9.0,1.0,0.342461789911,-0.2425,0.476459686147
9432,tech,Thursday,9.0,415.0,9.0,1.0,0.378431372549,-0.158333333333,0.41091954023
9433,business,Thursday,11.0,102.0,5.0,0.0,0.445238095238,0.0,0.398333333333
9434,lifestyle,Friday,11.0,501.0,9.0,0.0,0.42803030303,-0.278267195767,0.537826890458
9435,tech,Friday,10.0,251.0,3.0,0.0,0.272619047619,-0.366666666667,0.516369047619
9436,tech,Friday,7.0,431.0,12.0,1.0,0.41056547619,-0.25625,0.415419501134
9437,tech,Friday,11.0,169.0,3.0,0.0,0.448951048951,-0.24880952381,0.475803144224
9438,World,Friday,9.0,543.0,15.0,1.0,0.344460227273,-0.315277777778,0.447315416065
9439,business,Friday,13.0,221.0,5.0,1.0,0.253571428571,-0.322916666667,0.449345238095
9440,tech,Friday,10.0,556.0,27.0,10.0,0.427772227772,-0.243716931217,0.447196969697
9441,World,Friday,9.0,442.0,9.0,1.0,0.378787878788,-0.3525,0.403676767677
9442,World,Friday,12.0,114.0,2.0,0.0,0.281060606061,0.0,0.460984848485
9443,tech,Friday,11.0,784.0,8.0,1.0,0.34615275201,-0.249166666667,0.496315590975
9444,socmed,Friday,9.0,258.0,15.0,13.0,0.612337662338,-0.35,0.484848484848
9445,lifestyle,Friday,12.0,756.0,6.0,60.0,0.341558441558,-0.411594202899,0.456657899063
9446,tech,Friday,10.0,388.0,8.0,1.0,0.302205882353,-0.158888888889,0.375848765432
9447,tech,Friday,12.0,416.0,6.0,1.0,0.339428374656,-0.174074074074,0.479528619529
9448,tech,Friday,9.0,1015.0,34.0,13.0,0.357609427609,-0.295238095238,0.38668977419
9449,lifestyle,Friday,12.0,117.0,3.0,0.0,0.225,0.0,0.259375
9450,business,Friday,7.0,132.0,3.0,0.0,0.475,0.0,0.516666666667
9451,tech,Friday,9.0,651.0,7.0,1.0,0.399112554113,-0.258368347339,0.503932072829
9452,lifestyle,Friday,8.0,306.0,6.0,0.0,0.437083333333,-0.306875,0.506885964912
9453,Entertainment,Friday,12.0,413.0,15.0,1.0,0.24696969697,-0.195138888889,0.300737373737
9454,Entertainment,Friday,11.0,594.0,24.0,17.0,0.394791666667,-0.275396825397,0.447315592904
9455,lifestyle,Friday,10.0,303.0,11.0,8.0,0.519444444444,-0.333333333333,0.538333333333
9456,Entertainment,Friday,12.0,246.0,7.0,1.0,0.388167388167,-0.304166666667,0.352244246981
9457,tech,Friday,13.0,1017.0,7.0,12.0,0.358994708995,-0.210036375661,0.368510854225
9458,socmed,Friday,9.0,2225.0,71.0,32.0,0.45030978281,-0.232214536456,0.551085393993
9459,socmed,Friday,9.0,598.0,11.0,1.0,0.327035330261,-0.176262626263,0.472626984127
9460,business,Friday,10.0,846.0,17.0,1.0,0.393916546417,-0.304232804233,0.493756483756
9461,tech,Friday,10.0,1034.0,25.0,1.0,0.413915343915,-0.208080808081,0.414975434618
9462,Entertainment,Friday,8.0,582.0,17.0,0.0,0.415843214756,-0.484090909091,0.541363636364
9463,Entertainment,Friday,9.0,350.0,7.0,1.0,0.379761904762,-0.365584415584,0.484978991597
9464,tech,Friday,7.0,325.0,10.0,1.0,0.365607606679,-0.206481481481,0.523844310451
9465,World,Friday,8.0,384.0,11.0,1.0,0.341835016835,-0.321428571429,0.498802541544
9466,socmed,Friday,9.0,155.0,5.0,1.0,0.250694444444,0.0,0.357777777778
9467,World,Friday,7.0,540.0,9.0,1.0,0.323429834055,-0.127951388889,0.468813319531
9468,lifestyle,Friday,8.0,83.0,3.0,0.0,0.3,-0.6,0.625
9469,World,Friday,9.0,862.0,16.0,1.0,0.465324250912,-0.264444444444,0.510477616699
9470,business,Friday,12.0,128.0,7.0,0.0,0.445238095238,-0.4,0.394871794872
9471,World,Friday,7.0,407.0,18.0,1.0,0.344155844156,-0.18,0.398095238095
9472,World,Friday,10.0,116.0,2.0,0.0,0.17,-0.316666666667,0.358125
9473,lifestyle,Friday,10.0,901.0,30.0,1.0,0.467828798186,-0.464043209877,0.567868321037
9474,Entertainment,Friday,9.0,199.0,6.0,1.0,0.260492424242,-0.0714285714286,0.561338661339
9475,tech,Saturday,9.0,597.0,11.0,8.0,0.410093582888,-0.363492063492,0.545983877234
9476,lifestyle,Saturday,11.0,268.0,3.0,0.0,0.437087912088,-0.6775,0.652751322751
9477,tech,Saturday,8.0,136.0,7.0,1.0,0.420833333333,0.0,0.620833333333
9478,socmed,Saturday,12.0,509.0,31.0,11.0,0.301842833093,-0.274166666667,0.427383255043
9479,socmed,Saturday,9.0,725.0,28.0,1.0,0.44171737786,-0.55,0.440449577745
9480,tech,Saturday,12.0,142.0,5.0,0.0,0.269949494949,-0.125,0.378787878788
9481,socmed,Saturday,6.0,478.0,8.0,1.0,0.252348484848,-0.287878787879,0.45907977208
9482,World,Saturday,7.0,321.0,11.0,0.0,0.3,-0.241666666667,0.393939393939
9483,World,Saturday,10.0,464.0,21.0,1.0,0.276420454545,-0.259375,0.35376344086
9484,lifestyle,Saturday,6.0,427.0,22.0,11.0,0.487406015038,-0.249166666667,0.433322608323
9485,lifestyle,Saturday,7.0,218.0,17.0,0.0,0.597222222222,-0.467261904762,0.694047619048
9486,business,Saturday,8.0,1157.0,17.0,1.0,0.446100138288,-0.263425925926,0.524051716892
9487,socmed,Saturday,11.0,127.0,8.0,1.0,0.31038961039,-0.05,0.40101010101
9488,lifestyle,Saturday,8.0,519.0,28.0,7.0,0.296536796537,-0.281944444444,0.483778258778
9489,World,Saturday,9.0,484.0,27.0,1.0,0.38354978355,-0.247222222222,0.41823038073
9490,World,Saturday,10.0,253.0,11.0,1.0,0.325,-0.4,0.391666666667
9492,lifestyle,Saturday,7.0,1402.0,14.0,1.0,0.423163731246,-0.320061728395,0.473875661376
9493,tech,Saturday,6.0,541.0,20.0,11.0,0.439565989566,-0.166666666667,0.506952803294
9494,lifestyle,Saturday,6.0,738.0,35.0,1.0,0.443478896104,-0.469444444444,0.555074814075
9495,lifestyle,Saturday,9.0,459.0,7.0,1.0,0.406818181818,-0.378921568627,0.536845238095
9497,Entertainment,Saturday,10.0,625.0,5.0,1.0,0.41571969697,-0.38048245614,0.563762626263
9498,Entertainment,Sunday,13.0,739.0,48.0,1.0,0.468949915825,-0.197222222222,0.376084117032
9499,lifestyle,Sunday,12.0,252.0,29.0,0.0,0.533333333333,-0.266666666667,0.425
9500,World,Sunday,11.0,316.0,9.0,0.0,0.195,-0.193333333333,0.25462962963
9501,tech,Sunday,8.0,337.0,12.0,6.0,0.437037037037,-0.291666666667,0.455882352941
9502,business,Sunday,8.0,832.0,12.0,1.0,0.409557985874,-0.206790123457,0.383925603229
9503,socmed,Sunday,12.0,740.0,8.0,23.0,0.429850068631,-0.430952380952,0.577494454136
9504,Entertainment,Sunday,13.0,226.0,2.0,1.0,0.352272727273,-0.1,0.36351981352
9505,Entertainment,Sunday,13.0,985.0,10.0,1.0,0.358536585366,-0.212222222222,0.406037037037
9506,business,Sunday,12.0,903.0,21.0,0.0,0.323339920949,-0.153333333333,0.288576423576
9507,Entertainment,Sunday,16.0,225.0,9.0,0.0,0.394444444444,-0.65,0.434523809524
9508,tech,Sunday,8.0,205.0,5.0,0.0,0.392857142857,-0.21056547619,0.522857142857
9509,lifestyle,Sunday,5.0,335.0,34.0,0.0,0.46875,-0.410416666667,0.592156862745
9510,lifestyle,Sunday,11.0,89.0,5.0,0.0,0.466666666667,0.0,0.442857142857
9511,lifestyle,Sunday,9.0,268.0,8.0,0.0,0.388920454545,-0.251767676768,0.516343118687
9512,World,Sunday,9.0,1214.0,26.0,21.0,0.303697881066,-0.228541666667,0.458432136491
9513,lifestyle,Sunday,9.0,119.0,3.0,0.0,0.398095238095,-0.169642857143,0.445787545788
9514,business,Sunday,10.0,1110.0,15.0,1.0,0.438171608266,-0.25946969697,0.491188046647
9515,tech,Sunday,12.0,328.0,7.0,1.0,0.496136363636,-0.265625,0.48467630854
9516,business,Sunday,8.0,271.0,17.0,0.0,0.327878787879,-0.429166666667,0.46448248721
9517,lifestyle,Sunday,7.0,79.0,4.0,0.0,0.335714285714,-0.2,0.425
9518,lifestyle,Sunday,10.0,564.0,22.0,1.0,0.491396103896,-0.46662202381,0.563606889564
9519,World,Sunday,11.0,166.0,3.0,0.0,0.26375,-0.416666666667,0.502666666667
