,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
19743,340.0,11.0,327.0,0.579439250531,0.999999994845,0.757731954857,7.0,3.0,0.0,0.0,4.7370030581,10.0,-1.0,408.0,203.125,0.0,843300.0,156280.0,0.0,8712.51807229,3159.04971532,2700.0,2700.0,2700.0,0.020633147063,0.222218357328,0.601018130528,0.0204448729242,0.135685492156,0.414366883117,0.165679112554,0.0550458715596,0.00611620795107,0.9,0.1,0.270905483405,0.1,0.8,-0.1125,-0.125,-0.1,0.0,0.0,0.5,0.0,3400
19776,339.0,10.0,234.0,0.556034480362,0.999999992593,0.755555549959,5.0,4.0,1.0,0.0,4.70085470085,10.0,-1.0,740.0,200.9,3000.0,843300.0,170930.0,1680.0,7085.30769231,3362.44665881,4200.0,6800.0,5500.0,0.0200157538127,0.0200014972582,0.0200110703366,0.0200003235208,0.919971355072,0.481222943723,-0.0311688311688,0.0128205128205,0.017094017094,0.428571428571,0.571428571429,0.250216450216,0.136363636364,0.4,-0.275,-0.8,-0.05,0.0,0.0,0.5,0.0,1600
19779,339.0,15.0,368.0,0.467605632486,0.999999995652,0.582608693119,5.0,4.0,1.0,0.0,4.43206521739,6.0,-1.0,416.0,132.0,0.0,843300.0,212750.0,0.0,3585.67437899,2047.94889481,976.0,6400.0,3688.0,0.0337472568665,0.0333342706548,0.0334530315594,0.198823908015,0.700641532905,0.464718614719,0.167510822511,0.0434782608696,0.00815217391304,0.842105263158,0.157894736842,0.347673160173,0.1,1.0,-0.325,-0.6,-0.125,0.0,0.0,0.5,0.0,970
19784,339.0,10.0,232.0,0.571428568955,0.999999992908,0.709219853126,10.0,7.0,1.0,1.0,4.65948275862,9.0,-1.0,562.0,204.888888889,1700.0,843300.0,180055.555556,1087.0,3586.81594084,2568.16070421,731.0,6200.0,2186.2,0.0223908732231,0.0222243276693,0.0222500257438,0.0222492538626,0.910885519501,0.528156565657,0.150252525253,0.0344827586207,0.0129310344828,0.727272727273,0.272727272727,0.371212121212,0.05,0.5,-0.405555555556,-0.666666666667,-0.05,0.5,0.25,0.0,0.25,4000
19789,339.0,10.0,600.0,0.471666665881,0.999999997159,0.622159089142,5.0,4.0,5.0,0.0,4.56,6.0,-1.0,1200.0,293.666666667,6900.0,843300.0,241783.333333,2680.02703664,3791.83817829,3338.65871769,2500.0,5700.0,4266.66666667,0.189767226933,0.0333459489439,0.215410027716,0.0333929222879,0.528083874119,0.388820407464,0.135657421674,0.065,0.0133333333333,0.829787234043,0.170212765957,0.303683816184,0.0333333333333,0.8,-0.207465277778,-0.25,-0.155555555556,0.0,0.0,0.5,0.0,1700
19792,339.0,11.0,370.0,0.588075879165,0.99999999537,0.754629626136,4.0,4.0,1.0,0.0,4.52972972973,4.0,-1.0,1100.0,285.0,5700.0,843300.0,398850.0,2191.92296405,3585.67437899,2868.25698767,1100.0,5700.0,2775.0,0.0500010494965,0.29982679963,0.550165577312,0.0500007443553,0.0500058292068,0.308210180624,0.136063218391,0.0405405405405,0.0108108108108,0.789473684211,0.210526315789,0.286388888889,0.0625,0.7,-0.1,-0.125,-0.05,0.0,0.0,0.5,0.0,654
19804,339.0,11.0,460.0,0.472035793127,0.99999999635,0.591240873755,14.0,7.0,2.0,0.0,5.20434782609,10.0,-1.0,430.0,113.9,14000.0,843300.0,208120.0,1387.15909091,4641.40909091,2855.96888337,925.0,4500.0,1905.0,0.288757856038,0.020058339564,0.353170593875,0.0200101455131,0.31800306501,0.290305735931,0.0903625541126,0.0347826086957,0.0152173913043,0.695652173913,0.304347826087,0.326948051948,0.136363636364,0.5,-0.202380952381,-0.5,-0.125,0.511111111111,-0.0291666666667,0.0111111111111,0.0291666666667,1400
19830,339.0,11.0,349.0,0.590769228951,0.999999995614,0.679824558422,17.0,0.0,1.0,0.0,4.83381088825,8.0,-1.0,773.0,276.875,773.0,843300.0,261296.625,773.0,5879.4921875,3430.53105149,0.0,0.0,0.0,0.231614789047,0.0250054077669,0.383243579119,0.0253490502533,0.334787173814,0.443992838437,0.129602907381,0.0429799426934,0.025787965616,0.625,0.375,0.34101010101,0.136363636364,0.6,-0.175220458554,-0.4,-0.0714285714286,0.333333333333,0.166666666667,0.166666666667,0.166666666667,640
19833,338.0,9.0,1069.0,0.408278456813,0.999999998445,0.562986002235,13.0,0.0,1.0,0.0,4.60149672591,10.0,-1.0,401.0,108.176666667,0.0,843300.0,231380.0,0.0,5824.41568817,3051.54112023,0.0,0.0,0.0,0.466542428223,0.0200340212965,0.0200634121587,0.0200328218854,0.473327316436,0.450410183788,0.168385603758,0.044901777362,0.0102899906455,0.813559322034,0.186440677966,0.376902958153,0.0625,1.0,-0.211038961039,-0.7,-0.0714285714286,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,1400
19848,338.0,9.0,460.0,0.55119825588,0.99999999639,0.725631766333,7.0,1.0,2.0,0.0,4.67391304348,6.0,-1.0,973.0,246.0,0.0,843300.0,289550.0,0.0,3582.54596646,2292.43701229,0.0,0.0,0.0,0.265524921626,0.0333399478306,0.634459722384,0.0333373969086,0.0333380112504,0.382595182595,0.092538017538,0.0347826086957,0.0173913043478,0.666666666667,0.333333333333,0.361275703463,0.136363636364,0.8,-0.246428571429,-0.7,-0.0714285714286,0.2,0.2,0.3,0.2,626
19860,338.0,13.0,1326.0,0.407884760873,0.999999998681,0.596306067815,14.0,4.0,3.0,1.0,4.55957767722,10.0,-1.0,811.0,211.0,0.0,843300.0,215350.0,0.0,5846.74725275,3725.76332382,3000.0,3000.0,3000.0,0.0203993326767,0.02001759539,0.020259693841,0.020863150134,0.918460227958,0.50608568261,0.156531781227,0.0354449472097,0.0165912518854,0.68115942029,0.31884057971,0.386105738233,0.1,1.0,-0.326136363636,-0.5,-0.125,0.370707070707,0.242424242424,0.129292929293,0.242424242424,2100
19861,338.0,6.0,282.0,0.52898550533,0.999999993902,0.634146337597,9.0,5.0,1.0,0.0,4.63120567376,7.0,-1.0,543.0,234.5,0.0,843300.0,165400.0,0.0,3789.12295869,2662.05254815,850.0,5800.0,3412.5,0.245136570932,0.0285818491971,0.331586684339,0.0286013668932,0.366093528638,0.303911564626,0.136734693878,0.0212765957447,0.0,1.0,0.0,0.319047619048,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,810
19863,338.0,13.0,488.0,0.528925618742,0.999999996377,0.717391301749,5.0,2.0,1.0,0.0,4.37909836066,6.0,-1.0,548.0,148.0,692.0,843300.0,291315.333333,620.0,4123.55426357,2800.7205222,1500.0,1500.0,1500.0,0.0333394888226,0.0344321883236,0.210555855198,0.688338628783,0.0333338388723,0.469435817805,0.181479390175,0.0614754098361,0.0122950819672,0.833333333333,0.166666666667,0.325490620491,0.05,0.85,-0.252777777778,-0.7,-0.05,0.505555555556,0.194444444444,0.00555555555556,0.194444444444,1900
19872,338.0,14.0,631.0,0.441971382445,0.999999997093,0.610465114504,5.0,4.0,1.0,2.0,4.48019017433,6.0,-1.0,503.0,152.718,0.0,843300.0,262483.333333,0.0,3582.54596646,2155.6521984,1500.0,6300.0,3875.0,0.216949015416,0.0334223831516,0.033333625472,0.0333335419646,0.682961433996,0.44796073947,0.180095769011,0.0507131537242,0.0142630744849,0.780487804878,0.219512195122,0.343596117424,0.0625,1.0,-0.198148148148,-0.4,-0.05,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,1100
19874,338.0,11.0,408.0,0.558441556991,0.999999996212,0.655303027821,18.0,2.0,1.0,0.0,4.77205882353,6.0,-1.0,213.0,77.6,0.0,843300.0,181516.666667,0.0,3582.54596646,2341.33414596,1200.0,1200.0,1200.0,0.0334347174334,0.0334098622516,0.0333386747365,0.0333335423248,0.866483203254,0.406612253487,0.31262025012,0.0441176470588,0.00245098039216,0.947368421053,0.0526315789474,0.440746753247,0.05,1.0,-0.155555555556,-0.155555555556,-0.155555555556,0.2,0.2,0.3,0.2,861
19875,338.0,7.0,280.0,0.563636361587,0.999999994012,0.7005987982,8.0,5.0,1.0,0.0,5.13214285714,8.0,-1.0,718.0,263.69875,4800.0,843300.0,222525.0,1838.14814815,3582.54596646,2503.52290288,860.0,7900.0,2940.0,0.475835263899,0.0251012597173,0.279301345488,0.0250003514903,0.194761779405,0.350534759358,0.166042780749,0.0392857142857,0.0,1.0,0.0,0.288429752066,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2900
19876,338.0,12.0,318.0,0.538709675682,0.999999994652,0.689839568504,7.0,2.0,2.0,1.0,4.67924528302,7.0,-1.0,1300.0,320.0,0.0,843300.0,148728.571429,0.0,3582.54596646,2071.9021662,2500.0,2500.0,2500.0,0.0285792794059,0.0285804453177,0.0285764664293,0.028576582192,0.885687226655,0.541566766567,0.238257575758,0.0566037735849,0.0,1.0,0.0,0.34414983165,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1500
19879,338.0,12.0,420.0,0.552311434179,0.999999996032,0.714285711451,5.0,5.0,1.0,0.0,4.80952380952,9.0,-1.0,395.0,104.5,0.0,843300.0,130800.0,0.0,3582.54596646,1871.14073694,809.0,10100.0,5454.5,0.0222664480377,0.0222570686915,0.0222263573006,0.0222244309136,0.911025695057,0.473844310451,0.0868429189858,0.0357142857143,0.0142857142857,0.714285714286,0.285714285714,0.325202020202,0.136363636364,0.5,-0.307738095238,-0.7,-0.0714285714286,0.4,0.2,0.1,0.2,1300
19880,338.0,13.0,628.0,0.508828249585,0.99999999726,0.701369861092,6.0,3.0,0.0,1.0,4.92356687898,9.0,-1.0,893.0,203.0,0.0,843300.0,257739.111111,0.0,8418.95238095,2804.36865576,881.0,961.0,932.0,0.142111252739,0.0223924481172,0.680065225249,0.133207015116,0.0222240587793,0.327760844598,0.022159643078,0.0222929936306,0.015923566879,0.583333333333,0.416666666667,0.314293444651,0.136363636364,0.5,-0.348095238095,-1.0,-0.05,0.1,0.0,0.4,0.0,2000
19881,338.0,12.0,416.0,0.54114713082,0.999999996094,0.671874997375,13.0,0.0,1.0,0.0,4.37019230769,10.0,-1.0,1400.0,406.25,0.0,843300.0,124810.0,0.0,7703.66666667,2610.76654223,0.0,0.0,0.0,0.0200244156479,0.0200051114824,0.729107530167,0.0200026025793,0.210860340123,0.495109744057,0.191521607048,0.0649038461538,0.0192307692308,0.771428571429,0.228571428571,0.331483084816,0.0333333333333,1.0,-0.206944444444,-0.5,-0.05,0.227272727273,0.0681818181818,0.272727272727,0.0681818181818,1600
19883,338.0,11.0,402.0,0.497326201879,0.999999995595,0.616740085389,5.0,3.0,1.0,0.0,4.14676616915,9.0,-1.0,279.0,129.857142857,0.0,843300.0,154377.777778,0.0,3582.54596646,2086.27591047,737.0,2000.0,1368.5,0.0222254032695,0.0222269671496,0.0222242990218,0.0222242098163,0.911099120743,0.359720933828,0.162376314162,0.0398009950249,0.0124378109453,0.761904761905,0.238095238095,0.375527597403,0.136363636364,1.0,-0.206666666667,-0.5,-0.1,0.0,0.0,0.5,0.0,1300
19885,338.0,11.0,641.0,0.464228934079,0.999999997059,0.676470586246,3.0,2.0,1.0,1.0,4.42277691108,4.0,-1.0,47.0,15.8633333333,0.0,843300.0,390350.0,0.0,3582.54596646,2223.6203867,4300.0,13800.0,9050.0,0.360523322313,0.0502776138859,0.0500004749061,0.0500003421251,0.48919824677,0.354427489177,0.113134199134,0.0390015600624,0.0109204368175,0.78125,0.21875,0.344601731602,0.05,0.75,-0.215476190476,-0.5,-0.05,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,3400
19894,338.0,12.0,222.0,0.632558136593,0.99999999187,0.788617879767,6.0,3.0,0.0,0.0,4.28378378378,10.0,-1.0,1700.0,348.0,0.0,843300.0,161770.0,0.0,3921.551263,2462.11667665,2800.0,5800.0,4300.0,0.127717424925,0.0200585679024,0.219335671065,0.020260857027,0.612627479081,0.468787878788,0.14071969697,0.0495495495495,0.0225225225225,0.6875,0.3125,0.406611570248,0.136363636364,0.8,-0.347051282051,-1.0,-0.0769230769231,0.611111111111,0.17037037037,0.111111111111,0.17037037037,1400
19901,337.0,9.0,263.0,0.586872584607,0.999999992857,0.77857142301,3.0,1.0,1.0,0.0,4.28897338403,10.0,-1.0,1500.0,494.0,0.0,843300.0,102982.5,0.0,3581.40737931,1202.61768581,3000.0,3000.0,3000.0,0.491803710537,0.145675706358,0.322102382271,0.0200037926635,0.0204144081707,0.32875,0.055625,0.0228136882129,0.0190114068441,0.545454545455,0.454545454545,0.358333333333,0.1,0.7,-0.2075,-0.4,-0.075,0.0,0.0,0.5,0.0,887
19915,337.0,8.0,417.0,0.607228914199,0.999999996063,0.82283464243,9.0,0.0,1.0,0.0,5.35491606715,7.0,-1.0,503.0,128.142857143,12400.0,843300.0,251471.428571,1674.41935484,3586.75553733,2610.06574797,0.0,0.0,0.0,0.0285718715685,0.0285722308704,0.576119663955,0.0285716416442,0.338164591962,0.431628056628,0.094305019305,0.0479616306954,0.0167865707434,0.740740740741,0.259259259259,0.326964285714,0.1,0.7,-0.35,-0.5,-0.125,0.1,0.2,0.4,0.2,847
19919,337.0,7.0,293.0,0.607773849442,0.999999994624,0.709677415539,18.0,8.0,0.0,0.0,4.48805460751,6.0,-1.0,532.0,209.2,0.0,843300.0,210000.0,0.0,3581.40737931,1906.02364147,1100.0,2900.0,2000.0,0.0333453642799,0.0333462885511,0.0333410980913,0.361274142694,0.538693106384,0.397465503247,0.0416548295455,0.0273037542662,0.00682593856655,0.8,0.2,0.252840909091,0.136363636364,0.5,-0.25,-0.3125,-0.1875,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,836
19922,337.0,8.0,246.0,0.584362137513,0.999999993421,0.684210521814,2.0,2.0,2.0,0.0,4.41463414634,7.0,-1.0,543.0,209.166666667,0.0,843300.0,159014.285714,0.0,3581.40737931,2340.66805328,2500.0,2500.0,2500.0,0.0285879474598,0.0285742626909,0.31563673738,0.0285727897311,0.598628262738,0.5390625,0.13359375,0.0365853658537,0.0162601626016,0.692307692308,0.307692307692,0.365277777778,0.0625,0.5,-0.275,-0.8,-0.05,0.0,0.0,0.5,0.0,698
19932,337.0,8.0,218.0,0.608490563167,0.999999992308,0.707692302249,7.0,3.0,1.0,0.0,4.38990825688,7.0,-1.0,676.0,232.142857143,6400.0,843300.0,276814.285714,2168.0,4744.0,3283.40084082,403.0,9000.0,4701.5,0.0288014723422,0.0293288734273,0.31782023555,0.133474374279,0.490575044401,0.543376068376,0.189316239316,0.0366972477064,0.0229357798165,0.615384615385,0.384615384615,0.366666666667,0.0333333333333,0.5,-0.0877777777778,-0.155555555556,-0.05,1.0,0.0,0.5,0.0,1100
19934,337.0,11.0,591.0,0.474402729566,0.999999997076,0.64327485192,7.0,4.0,1.0,1.0,4.8578680203,9.0,-1.0,893.0,278.666666667,884.0,843300.0,257882.777778,756.5,8356.15625,2916.99369762,917.0,2000.0,1244.5,0.142110319242,0.0223927253993,0.680066164575,0.133206731988,0.0222240587954,0.348515769944,0.117547928262,0.0389170896785,0.0135363790186,0.741935483871,0.258064516129,0.326877470356,0.1,0.7,-0.215625,-0.666666666667,-0.1,0.0,0.0,0.5,0.0,900
19940,337.0,10.0,326.0,0.55214723757,0.999999994681,0.744680847103,5.0,2.0,1.0,0.0,4.69938650307,9.0,-1.0,745.0,148.2,0.0,843300.0,236511.111111,0.0,3581.40737931,1692.68794167,1800.0,1800.0,1800.0,0.0222256825968,0.0225636799213,0.138947565913,0.79403701776,0.0222260538089,0.398106060606,-0.0023538961039,0.0276073619632,0.0276073619632,0.5,0.5,0.206565656566,0.136363636364,0.4,-0.232407407407,-0.6,-0.1,0.0,0.0,0.5,0.0,1100
19945,337.0,12.0,711.0,0.500713266047,0.999999997531,0.70123456617,13.0,5.0,1.0,0.0,4.50210970464,5.0,-1.0,736.0,183.25,0.0,843300.0,334447.2,0.0,3581.40737931,2033.31757956,975.0,3600.0,1662.5,0.0400120742398,0.0420727595816,0.240022640459,0.439711112127,0.238181413592,0.58691956192,-0.0300708550709,0.0253164556962,0.0239099859353,0.514285714286,0.485714285714,0.375988455988,0.1,0.7,-0.364822595705,-0.7,-0.0714285714286,0.0,0.0,0.5,0.0,901
19947,337.0,9.0,311.0,0.513071893748,0.999999995098,0.598039212755,11.0,3.0,1.0,0.0,5.27974276527,6.0,-1.0,464.0,207.0,5100.0,843300.0,182933.333333,1326.03703704,3795.528463,2674.82637565,1900.0,1900.0,1900.0,0.13140665253,0.0333545717343,0.598005698127,0.0334029430093,0.203830134599,0.497023809524,0.18869047619,0.0289389067524,0.0064308681672,0.818181818182,0.181818181818,0.296296296296,0.0333333333333,0.8,-0.1125,-0.125,-0.1,0.0,0.0,0.5,0.0,1500
19954,337.0,8.0,456.0,0.503311257167,0.999999996226,0.656603771107,11.0,4.0,2.0,0.0,4.59210526316,7.0,-1.0,474.0,124.0,0.0,843300.0,186600.0,0.0,3586.75553733,2528.60408345,1300.0,4000.0,3100.0,0.0286762269946,0.0285769733744,0.0286215305776,0.0285740581551,0.885551210898,0.504695732839,0.135021645022,0.0328947368421,0.0175438596491,0.652173913043,0.347826086957,0.386161616162,0.1,1.0,-0.166666666667,-0.3,-0.1,0.0,0.0,0.5,0.0,1200
19960,336.0,9.0,317.0,0.629392969235,0.999999994652,0.834224594469,7.0,6.0,1.0,0.0,4.60252365931,10.0,-1.0,463.0,211.75,0.0,843300.0,142180.0,0.0,3580.40170598,2010.14814867,880.0,1500.0,1220.0,0.159103902275,0.137161181301,0.0200182892834,0.663559345182,0.0201572819588,0.548519191919,0.129853535354,0.0473186119874,0.018927444795,0.714285714286,0.285714285714,0.373181818182,0.136363636364,1.0,-0.323148148148,-1.0,-0.1,0.383333333333,0.0583333333333,0.116666666667,0.0583333333333,796
19967,336.0,10.0,635.0,0.481599999229,0.99999999711,0.682080922884,4.0,1.0,1.0,0.0,4.6125984252,9.0,-1.0,180.0,78.8888888889,1900.0,843300.0,169055.555556,1170.0,5209.11764706,3034.75436516,4900.0,4900.0,4900.0,0.202190520887,0.0222311632424,0.491958055343,0.0228968943493,0.260723366178,0.308739837398,0.00894308943089,0.0173228346457,0.0251968503937,0.407407407407,0.592592592593,0.310606060606,0.1,0.5,-0.190625,-0.4,-0.0666666666667,0.0,0.0,0.5,0.0,670
19971,336.0,9.0,665.0,0.488514547491,0.999999997297,0.689189187327,5.0,5.0,1.0,0.0,4.57894736842,8.0,-1.0,165.0,63.1428571429,0.0,843300.0,261787.5,0.0,6331.35652174,3084.15909103,2200.0,3300.0,2750.0,0.0260453324007,0.150708008898,0.522169758718,0.0257884377456,0.275288462237,0.361937234774,0.192854020979,0.0601503759398,0.00451127819549,0.93023255814,0.0697674418605,0.303943181818,0.0333333333333,1.0,-0.3125,-0.5,-0.125,0.0,0.0,0.5,0.0,2400
19977,336.0,8.0,529.0,0.444444443593,0.999999997024,0.562499998326,21.0,4.0,6.0,0.0,4.72211720227,6.0,-1.0,677.0,306.5,6400.0,843300.0,252500.0,2274.25806452,9547.78205128,4223.3905377,1800.0,2600.0,2066.66666667,0.0333696049487,0.0333354727113,0.222470708865,0.346724133426,0.364100080048,0.554988662132,0.263270459699,0.0680529300567,0.00756143667297,0.9,0.1,0.327356902357,0.0333333333333,0.6,-0.230357142857,-0.4,-0.0714285714286,0.0,0.0,0.5,0.0,2200
19981,336.0,8.0,352.0,0.567723341303,0.999999994737,0.789473680055,8.0,5.0,1.0,0.0,4.59090909091,4.0,-1.0,1400.0,390.75,1400.0,843300.0,263225.0,1400.0,3580.40170598,2779.44258778,2800.0,2800.0,2800.0,0.0503359152142,0.0500090066599,0.0501597756791,0.050002629524,0.799492672923,0.490512820513,0.01125,0.0227272727273,0.0170454545455,0.571428571429,0.428571428571,0.37,0.1,0.6,-0.204166666667,-0.5,-0.1,0.0,0.0,0.5,0.0,2600
19983,336.0,8.0,423.0,0.527577936385,0.999999996154,0.642307689837,8.0,6.0,1.0,0.0,4.75177304965,6.0,-1.0,1400.0,322.0,0.0,843300.0,193100.0,0.0,3580.40170598,2402.42516384,1400.0,8300.0,4850.0,0.0335768828863,0.147996636429,0.267422665667,0.0333463492849,0.517657465733,0.392644054663,0.0854166666667,0.0307328605201,0.00709219858156,0.8125,0.1875,0.303846153846,0.1,0.6,-0.172222222222,-0.291666666667,-0.1,0.3,0.2,0.2,0.2,2800
19984,336.0,11.0,303.0,0.613333331289,0.999999994709,0.804232799978,4.0,1.0,1.0,0.0,5.0198019802,7.0,-1.0,388.0,124.265,0.0,843300.0,315814.285714,0.0,3580.40170598,1901.85209789,1500.0,1500.0,1500.0,0.457063186464,0.171162146986,0.314628713144,0.028572153992,0.0285737994127,0.306304112554,0.107873376623,0.049504950495,0.00660066006601,0.882352941176,0.117647058824,0.26303030303,0.1,0.55,-0.2125,-0.3,-0.125,0.0,0.0,0.5,0.0,761
19996,336.0,7.0,140.0,0.699999995,0.99999998913,0.836956512642,7.0,4.0,0.0,2.0,5.26428571429,10.0,-1.0,742.0,147.0,2700.0,843300.0,168600.0,1556.5,4160.64864865,2988.81400971,1000.0,2100.0,1550.0,0.0202934448164,0.0200024863404,0.0200026640392,0.0201830443355,0.919518360468,0.559943181818,0.254545454545,0.0357142857143,0.0,1.0,0.0,0.407272727273,0.136363636364,0.5,0.0,0.0,0.0,0.25,0.1,0.25,0.1,1100
20004,336.0,7.0,714.0,0.499999999242,0.999999997596,0.680288459903,5.0,4.0,1.0,1.0,4.23949579832,8.0,-1.0,695.0,297.5,0.0,843300.0,132962.5,0.0,3580.40170598,1848.88888858,906.0,15100.0,8003.0,0.025011652938,0.0250434689984,0.0250052578866,0.0257231905642,0.899216429613,0.374229449229,0.125785025785,0.0322128851541,0.00700280112045,0.821428571429,0.178571428571,0.285087521174,0.1,0.6,-0.216593406593,-0.4,-0.0714285714286,0.0,0.0,0.5,0.0,1200
20015,336.0,8.0,261.0,0.610441764617,0.999999993464,0.758169929685,3.0,2.0,1.0,0.0,4.58237547893,4.0,-1.0,635.0,262.8975,815.0,843300.0,390553.75,697.333333333,3580.40170598,2457.24859008,2000.0,2000.0,2000.0,0.549823354043,0.29870861581,0.0500007225749,0.0500011426395,0.0514661649329,0.312012987013,-0.0102272727273,0.0153256704981,0.0114942528736,0.571428571429,0.428571428571,0.205625,0.0625,0.5,-0.258333333333,-0.4,-0.125,0.0,0.0,0.5,0.0,1700
20017,336.0,8.0,413.0,0.592499998519,0.999999996466,0.724381622882,8.0,1.0,2.0,0.0,5.09200968523,6.0,-1.0,595.0,235.8,0.0,843300.0,172600.0,0.0,3580.40170598,1878.55164002,1400.0,1400.0,1400.0,0.0333359856367,0.033335708362,0.534349815338,0.0333347682084,0.365643722455,0.341666666667,-0.00877192982456,0.00726392251816,0.0145278450363,0.333333333333,0.666666666667,0.311111111111,0.1,0.5,-0.216666666667,-0.4,-0.1,0.0,0.0,0.5,0.0,873
20025,336.0,7.0,777.0,0.470052082721,0.999999997831,0.635574835932,4.0,4.0,1.0,0.0,4.6138996139,5.0,-1.0,1100.0,453.8,3800.0,843300.0,209340.0,2131.28571429,6445.45454545,3758.03366598,713.0,1600.0,1204.33333333,0.307636636804,0.0400669237569,0.040264371437,0.572030623501,0.0400014445016,0.440808182428,0.171056896937,0.0540540540541,0.016731016731,0.763636363636,0.236363636364,0.363123582766,0.0333333333333,1.0,-0.18572954823,-0.4,-0.0714285714286,1.0,0.0,0.5,0.0,1800
20048,335.0,8.0,521.0,0.556840075998,0.999999996721,0.737704915614,9.0,2.0,3.0,0.0,4.65067178503,6.0,-1.0,763.0,312.0,17000.0,843300.0,224000.0,2864.25,4517.42592593,3723.72140616,0.0,0.0,0.0,0.0337370319923,0.0334640878993,0.0334077875395,0.402834387814,0.496556704754,0.519846016557,0.102320764031,0.0403071017274,0.0153550863724,0.724137931034,0.275862068966,0.391924345496,0.0333333333333,1.0,-0.377777777778,-1.0,-0.1,0.2,-0.1,0.3,0.1,2800
20057,335.0,14.0,613.0,0.515754559675,0.999999997151,0.709401707381,8.0,2.0,1.0,1.0,4.76672104405,9.0,-1.0,475.0,206.32375,0.0,843300.0,281900.0,0.0,8773.43333333,3106.51062435,2300.0,2300.0,2300.0,0.367689811379,0.022390112438,0.14849771389,0.439196129771,0.0222262325211,0.529484635735,0.0569444444444,0.0309951060359,0.0195758564437,0.612903225806,0.387096774194,0.353947368421,0.1,1.0,-0.354166666667,-1.0,-0.075,0.0,0.0,0.5,0.0,943
20084,335.0,11.0,394.0,0.586118250421,0.999999995536,0.749999996652,5.0,1.0,1.0,0.0,4.74873096447,6.0,-1.0,625.0,302.0,625.0,843300.0,266020.833333,625.0,3580.95661648,1895.74587141,1100.0,1100.0,1100.0,0.200516990521,0.0333375787789,0.36738380777,0.365422856145,0.0333387667857,0.554545454545,0.117491087344,0.0406091370558,0.0152284263959,0.727272727273,0.272727272727,0.330397727273,0.1,0.6,-0.226388888889,-0.5,-0.025,0.0,0.0,0.5,0.0,664
20091,334.0,11.0,427.0,0.517985610269,0.999999996109,0.684824900059,10.0,6.0,2.0,0.0,4.7775175644,6.0,-1.0,236.0,89.3333333333,6300.0,843300.0,201233.333333,1204.57142857,3581.74032868,2669.84919967,858.0,10400.0,4039.0,0.0335933860002,0.0333372436621,0.608615890704,0.0333336946618,0.291119784972,0.361868686869,0.160101010101,0.0351288056206,0.00702576112412,0.833333333333,0.166666666667,0.396666666667,0.05,0.7,-0.183333333333,-0.25,-0.05,0.1,-0.15,0.4,0.15,1200
20104,334.0,9.0,649.0,0.564062499119,0.999999997429,0.7763496124,8.0,4.0,3.0,1.0,4.60400616333,10.0,-1.0,912.0,288.1,10400.0,843300.0,190940.0,2199.83255814,7901.47826087,4083.84027118,1200.0,4700.0,2700.0,0.310564651067,0.123834331388,0.52479085733,0.0205503578456,0.0202598023698,0.415748917749,0.0546818181818,0.0385208012327,0.0231124807396,0.625,0.375,0.300363636364,0.1,0.6,-0.27537037037,-0.8,-0.1,0.0,0.0,0.5,0.0,674
20105,334.0,8.0,287.0,0.628158842498,0.999999994505,0.72527472129,12.0,3.0,1.0,0.0,4.89198606272,10.0,-1.0,461.0,170.75,0.0,843300.0,168830.0,0.0,5190.83333333,2662.36588814,2200.0,2200.0,2200.0,0.509509065984,0.0202105607864,0.151341017047,0.298936103912,0.0200032522711,0.433333333333,0.113333333333,0.0243902439024,0.0104529616725,0.7,0.3,0.335714285714,0.1,0.5,-0.216666666667,-0.25,-0.2,0.0,0.0,0.5,0.0,1800
20134,333.0,10.0,630.0,0.49441786205,0.999999997312,0.661290320803,6.0,5.0,1.0,0.0,4.67619047619,9.0,-1.0,387.0,122.125,0.0,843300.0,251633.333333,0.0,3583.63200149,1762.54884011,751.0,1100.0,850.0,0.244349234643,0.0222240995224,0.688979521371,0.0222233952375,0.0222237492261,0.446315640881,0.132416948993,0.0396825396825,0.0126984126984,0.757575757576,0.242424242424,0.375547186147,0.1,0.8,-0.2796875,-0.6,-0.1,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,991
